rank,gid,role,priority_score,why
1,100000003684369100,coordinator,0.9849449510676157,Links 24 in/62 out; reached by 10 seeds; PageRank p0.99.
2,100000003115284100,coordinator,0.9700150133451958,Links 8 in/2 out; reached by 11 seeds; PageRank p0.97.
3,100000008165763100,distributor,0.9552342823250296,Sends to 17 nodes (KZT 1.3m); receives from 15; outgoing p0.99.
4,100000005074393100,coordinator,0.9549460631672598,Links 4 in/6 out; reached by 10 seeds; PageRank p0.95.
5,100000004015047100,coordinator,0.9526745996441282,Links 9 in/1 out; reached by 11 seeds; PageRank p0.99.
6,100000001732159100,coordinator,0.9500722864768685,Links 2 in/4 out; reached by 10 seeds; PageRank p0.96.
7,100000008637537100,coordinator,0.9476784919928827,Links 3 in/3 out; reached by 10 seeds; PageRank p0.93.
8,100000001616816100,coordinator,0.9452235320284698,Links 5 in/3 out; reached by 11 seeds; PageRank p0.99.
9,100000005382566100,coordinator,0.9366075400355872,Links 7 in/1 out; reached by 15 seeds; PageRank p0.99.
10,100000000343175100,distributor,0.9344825029655991,Sends to 31 nodes (KZT 4.0m); receives from 8; outgoing p0.99.
11,100000002605308100,consolidator,0.9317282028469751,Receives from 3 nodes (KZT 2.6m); sends to 0; incoming p0.94.
12,100000002398779100,consolidator,0.9292482206405693,Receives from 13 nodes (KZT 1.1m); sends to 1; incoming p1.00.
13,100000003404627100,consolidator,0.9276579181494662,Receives from 4 nodes (KZT 877.7k); sends to 0; incoming p0.97.
14,100000001887715100,consolidator,0.9260453736654806,Receives from 3 nodes (KZT 1.3m); sends to 1; incoming p0.94.
15,100000006274203100,distributor,0.9236024614472124,Sends to 3 nodes (KZT 72.0k); receives from 2; outgoing p0.91.
16,100000003360542100,coordinator,0.9200845195729537,Links 2 in/2 out; reached by 11 seeds; PageRank p0.97.
17,100000008489922100,distributor,0.9191577698695137,Sends to 36 nodes (KZT 3.8m); receives from 3; outgoing p1.00.
18,100000002838861100,consolidator,0.9150948991696323,Receives from 5 nodes (KZT 554.5k); sends to 1; incoming p0.98.
19,100000003390036100,coordinator,0.911032028469751,Links 2 in/2 out; reached by 11 seeds; PageRank p0.97.
20,100000002718366100,consolidator,0.9101015717674971,Receives from 6 nodes (KZT 2.5m); sends to 0; incoming p0.99.
21,100000003635170100,distributor,0.905167556346382,Sends to 4 nodes (KZT 253.5k); receives from 3; outgoing p0.93.
22,100000001937767100,coordinator,0.9002696841637011,Links 1 in/4 out; reached by 11 seeds; PageRank p0.94.
23,100000004041163100,coordinator,0.8989296040925268,Links 1 in/2 out; reached by 15 seeds; PageRank p0.99.
24,100000005514161100,consolidator,0.8981242586002371,Receives from 4 nodes (KZT 401.5k); sends to 1; incoming p0.97.
